No Document,Description,W,Keyword W,Keyword BOW,Keyword Gabung,hasilW,Kemiripan,True Positif,True Negative
15,pria berinisial diduga diamankan orang laki laki dewasa perkara tindak pidana pencurian kanit reskrim polsek medan area akp philip purba minggu philip pengungkapan warga medan denai berinisial mr korban pencurian melapor polisi motor korban dicuri pelaku rabu jalan menteng ii kelurahan binjai stnk ktp sim kartu tanda pengenal disimpan dompet warna abu abu hilang kejadian korban mengalami kerugian rp juta korban pengaduan polisi kehilangan barang miliknya rabu petugas informasi terkait keberadaan pelakunya kelurahan binjai petugas langsung lokasi menangkap pelakunya personel langsung meluncur objek sesampainya personel pelaku duduk rumahnya personel langsung penangkapan pelaku petugas interogasi pelaku mengakui mencuri sepeda motor korban menjualnya harga rp juta polisi pencarian barang bukti pencarian pelaku melawan petugas kakinya terpaksa ditembak kakinya petugas pencarian barang bukti tersangka mencoba perlawanan petugas petugas tindakan terukur menembak kaki tersangka philip pelaku residivis dibawa rs bhayangkara perawatan medis setelahnya pelaku dibawa polsek medan mempertanggungjawabkan perbuatannya,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['pelaku', 'pelakunya', 'menangkap', 'medan']",[0.2992528], , 
16,pasukan anti taliban menjaga ketat wilayah pertahanan afghanistan latihan fisik melawan taliban pasukan anti taliban ambil latihan lembah panjshir afghanistan timur laut minggu waktu pasukan anti taliban milisi setia ahmad massoud putra mendiang ahmad shah massoud ahmad massoud menentang keras kesepakatan damai amerika serikat taliban pria berusia menawarkan wilayahnya lembah panjshir benteng anti taliban lembah panjshir wilayah kendali taliban serangan dahsyat afghanistan sisa sisa pasukan keamanan afghanistan hancur bersumpah melawan taliban lembah panjshir terpencil utara kabul pasukan berperang taliban mempertahankan lembah panjshir latihan fisik pasukan anti taliban pasukan anti taliban dilengkapi persenjataan lengkap senjata rpg granat berpeluncur roket anti tank dibawa pasukan anti taliban,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]",[],[0.2992528], , 
17,ruko elektronik jalan raya sawangan kecamatan pancoran mas depok disatroni kawanan pemilik ruko ferly wikarta pelaku masuk atap lantai ruko selasa wib orang korban disekap diancam pakai senjata tajam lantai masuk suster diikat kaki tangannya mulut turun lantai dasar memukul karyawan toko penghuni orang disekap pelaku orang dewasa diikat suster mbak karyawan istri mulut fery perampok membawa senjata tajam linggis golok rencong total kerugian ditaksir mencapai rp juta uang kontan rp juta brankas jam tangan enam rp juta enam ferly anaknya berusia diikat disumpal mulutnya ferly memohon pelaku melakukannya anak malingnya nggak ikat anak ditutup pakai bantal gede usia diikat bilang diikat mati ferly perampokan jam wib pelaku kabur lantai jam jam wib dilaporkan polisi ferly pelaku ditangkap polisi pelaku anak muda orang tua masuk ruko sebelah orang jaga ditangkap polda metro jaya tutupnya,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['pelaku', 'polda', 'jaya', 'wib']",[0.2992528], , 
18,aksi dicek ya lp laporan polisi proaktif kapolsek tebet kompol alexander yuriko dihubungi senin alexander mengaku mengusut terlepas korban laporan korban laporan tebet koordinasi satker menangani alexander mengaku proses penyelidikan rekaman cctv stasiun tebet disisir kepolisian mengungkap jejak pelarian pelaku pencurian kepentingan insyaallah lakukan penelusuran cctv stasiun tebet alexander korban petugas stasiun bertugas,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['alex', 'cctv', 'dihubungi', 'lidik', 'pelaku', 'senin']",[0.2992528], , 
19,satres narkoba polresta bandung berhasil mengungkap pengedaran narkotika kabupaten bandung orang tersangka kurun waktu pekan tersangka digiring jumpa pers mapolresta bandung jl bhayangkara soreang senin kapolresta bandung kombes kusworo wibowo belasan tersangka diungkap lokasi berbeda beda wilayah kabupaten bandung pengedaran narkotika tersangka sosial media kusworo tersangka latar beragam mayoritas tersangka buruh perbuatannya tersangka dijerat pasal undang undang narkotika pasal undang undang narkotika golongan ancaman hukuman minimal maksimal,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['senin', 'wib']",[0.2992528], , 
20,aksi pencurian tali pocong sidoarjo warga menduga pelaku orang beraksi waktu singkat yani tinggal makam desa kecamatan tulangan mengaku heran aksi pencurian tali pocong menyangka waktu singkat membongkar makam menduga pelakunya orang yani rabu yani aksi pencurian tali pocong kali daerahnya makam desa tulangan kali pencuri tali pocong terangnya kuburan siti kalsum meninggal malam jumat legi dibongkar tali pocongnya dicuri pembongkaran kuburan makam desa kecamatan tulangan selasa wib juru kunci makam sukardi sukardi kuburan tali pocongnya dicuri jaga malam mengaku kuat menahan kantuk ngantuk ditahan kesirep bangun pagi laporan istri juru kunci makam dibongkar sukardi makam aksi pencurian tali pocong sukardi melapor pemdes kuburan dirapikan laporkan modin desa kesepakatan warga ahli waris tali pocong diganti makam dirapikan terang sukardi kasat reskrim polresta sidoarjo akp oscar stefanus setjo membenarkan aksi pencurian tali pocong laporan resmi polisi penyelidikan oscar,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['lidik', 'pelaku', 'pelakunya', 'wib']",[0.2992528], , 
21,aparat kepolisian penyelidikan terkait pengakuan wanita berinisial lhi media sosial diduga beredar media sosial kemarin cek mengedarkan korban pelecehan oknum dokter laporan polisinya berkoordinasi kemarin lhi medan bali yusri polda metro jaya jakarta minggu yusri lhi laporan polisi lhi beralasan sibuk pekerjaannya iya bali hubungi suruh alasannya kerja petugas polres bandara berangkat bali langsung menjemput polisi mengaku berinisiatif menjemput bola tujuannya dugaan pemerasan pelecehan dialami lhi diusut menimbulkan kesimpangsiuran bali mengundang kantor polisi rencana penyidik berangkat jemput bola bali menyebarkan habis sembunyi jemput bola menyebarkan yusri jemput bola terang benderang perkara masyarakat beralibi,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['jakarta', 'lidik', 'polda', 'jaya', 'medan']",[0.2992528], , 
22,polisi menangkap pelaku kabid humas polda metro jaya pelaku tewas ditembak berinisial jcp jcp otak pelaku pembacokan ditangkap tindakan terukur melawan petugas ditembak meninggal dunia dibawa rumah sakit kombes yusri yunus wartawan sabtu jcp polisi menangkap tersangka snf msh tersangka polisi menangkap pelaku umur tersangka a iz berstatus pelajar orang sekolah ya imbuh yusri,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['tewas', 'pelaku', 'polda', 'jaya', 'menangkap']",[0.2992528], , 
23,mantan wali kota solo kepala dinas takut membawa nama ditelepon orang mengaku rudy fx rudy wartawan rabu fx rudy menyebut kali mengaku dengannya mengajarkan membiarkan memanfaatkan namanya berbuat pemerasan mendidik anak anak memeras rudy menganggap dikenalnya dianggapnya orang mengaku ngaku orang dekatnya diberitahu orang mengaku ya dinas takut mengaku lsm apapun takut mengatasnamakan orang anggap sambungnya mengenal sosok tersangka as rudy bertemu rutin intens menampik sosok as kenal ya fx rudy dicatut terkait rekrutmen pegawai perusahaan daerah air minum pdam kota solo kejadian kali makelar pegawai pdam laporkan polisi mengaku orang rudy mengapresiasi langkah cepat polisi menangkap tersangka as memeras korbannya total kerugian mencapai rp juta asn korban pemerasan kepala dinas mantan ajudan presiden jokowi menjabat wali kota solo ditangani polisi,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]",['menangkap'],[0.2992528], , 
24,anggota resmob polres iya kasat reskrim dimutasi telegram rahasia mutasi akp amri malam keluarnya kabid humas polda sulsel kombes e zulpan akp amri dimutasi pama yanma polda sulsel personel bertugas jajaran resmob polres luwu utara diamankan menjalani pemeriksaan propam polda sulsel diambil tindakan terkait lutra pemeriksaan orang terlibat total personel resmob polres luwu utara diperiksa zulpan mengaku akp amri anggotanya diperiksa propam pastinya cek pastinya anggota situ bintara ya unit resmob satreskrim polres luwu utara anggota terlibat zulpan informasi dihimpun pria buron penganiayaan narkoba inisial il dilarikan rs andi djemma masamba luwu utara tembakan sabtu akibat penembakan resmob polres luwu utara il kritis rumah sakit il menjalani perawatan rs penembakan diusut polda sulsel akp amri dimutasi polda sulsel proses pemeriksaan bentuk tindakan pimpinan polri kapolda menolerir tindakan kekerasan penanganan kejadian pidana aparat pungkas zulpan,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['pungkas', 'resmob', 'polda']",[0.2992528], , 
25,insiden dirangkum pos polisi diberondong peluru penambakan wib kamis olah tkp polisi menemukan selongsong peluru senjata laras penembakan otk arah pos polisi panton reu kabid humas polda aceh kombes winardy konfirmasi berdasarkan hasil olah tkp winardy selongsong proyektil peluru ditemukan berkaliber x x mm selongsong ditemukan jalan selongsong proyektil peluru menempel dinding pos pol mobil masyarakat parkir tkp winardy winardy polisi menyelidiki pelaku penembakan polisi memeriksa saksi curigai mendalami motif berhasil kumpulkan winardy winardy menyesalkan penembakan aceh berupaya menangani covid menyayangkan peristiwa penembakan elemen masyarakat keras menanggulangi covid oknum aksi mempengaruhi kamtibmas,who,siapa pelaku peristiwa tersebut,"['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']","[['pelaku', 'pelaku pengejaran', 'polres metro', 'metro jakarta', 'akbp ridwan', 'ridwan dihubungi', 'dihubungi ridwan', 'pungkas ridwan', 'korban', 'peristiwa'], ['alex', 'cctv', 'firdaus', 'selatan', 'akbp', 'dihubungi', 'tewas', 'dirawat', 'terduga', 'pengembangan', 'lidik', 'pungkas', 'subdit', 'resmob', 'ditreskrimum', 'polda', 'jaya', 'menangkap', 'senin', 'wib', 'pacarnya', 'menunggu', 'ojek', 'muncul', 'motor'], ['jakarta', 'pengembangan lidik', 'pengembangan', 'pengejaran pungkas', 'pengejaran', 'pelaku pengejaran', 'pengumpulan', 'jakarta selatan', 'pengunjung', 'jakarta timur', 'kalimat', 'pengejaran pengembangan', 'johor', 'mengeluarkan kalimat', 'medan', 'metro jakarta', 'mengumpulkan', 'mengaburkan terang', 'ditangkap', 'medan johor'], ['pelakunya', 'disalahkan', 'pembuatnya', 'diperbuatnya', 'dipersalahkan', 'menyalahkannya', 'mempersalahkan', 'kesalahannya', 'partisipannya', 'konspirator']]","['lidik', 'pelaku', 'polda', 'wib']",[0.2992528], , 
